experiment_name,preprocessing,preprocessing_time_ms,inference_time_ms,total_time_ms,throughput_img_per_sec,test_accuracy,test_precision,test_recall,test_f1,test_auc,sensitivity,specificity,true_positives,true_negatives,false_positives,false_negatives,speed_score,combined_score,timestamp
CLAHE_SHARPEN,CLAHE + Unsharp Masking,1.753,24.46,26.21,38.0,0.6705,0.6568,0.9627,0.7809,0.8619,0.9627,0.2136,155,22,81,6,0.4758,0.5926,2025-11-20 09:21:00
